"status","coordinate_basis","floor","equipment_category","label","drawing_x","drawing_y","confidence","location_count","evidence_row_count","evidence_drawing_count","source_count","source_drawing_count","source_drawings","source_paths","entity_types","layers","block_names","texts","handles","floor_bbox_ids","nearby_name","display_label","nearby_name_distance","nearby_name_layer","nearby_name_handle"
"confirmed","XR-PLAN","1F","ELD","ELD","301911.5910524283","-311033.393491801","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D1567","detail1_right","OM-2","ELD / OM-2","768.6","------00 Switch Gear_Number","8D19A9"
"confirmed","XR-PLAN","1F","ELD","ELD","289890.4984908933","-310533.3934918298","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D16D1","detail1_right","OF-7","ELD / OF-7","697.7","------00 Switch Gear_Number","8D1981"
"confirmed","XR-PLAN","1F","ELD","ELD","289890.4984908933","-309533.3934918298","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D14EF","detail1_right","OF-8","ELD / OF-8","697.7","------00 Switch Gear_Number","8D1984"
"confirmed","XR-PLAN","1F","ELD","ELD","290771.7504104973","-301283.3934918958","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D12FD","detail1_right","CR-1-8","ELD / CR-1-8","901.7","------00 Switch Gear_Number","8D1891"
"confirmed","XR-PLAN","1F","ELD","ELD","290771.7504104973","-296983.3934918421","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D12AF","detail1_right","CR-1-4","ELD / CR-1-4","878.5","------00 Switch Gear_Number","8D1928"
"confirmed","XR-PLAN","1F","ELD","ELD","290771.7504104973","-296083.393491842","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D12A9","detail1_right","CR-1-2","ELD / CR-1-2","901.7","------00 Switch Gear_Number","8D1920"
"confirmed","XR-PLAN","1F","ELD","ELD","127215.1623647176","-241678.3765441601","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFDD4","detail1_left | full","OM-8","ELD / OM-8","767.4","------00 Switch Gear_Number","8C92D3"
"confirmed","XR-PLAN","1F","ELD","ELD","138115.3127194849","-241378.3765441082","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D0094","detail1_left | full","CRB-1-16","ELD / CRB-1-16","885.4","------00 Switch Gear_Number","8C95B8"
"confirmed","XR-PLAN","1F","ELD","ELD","141694.0698031847","-241078.3765441611","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D019E","detail1_left | full","CRB-1-5","ELD / CRB-1-5","876.8","------00 Switch Gear_Number","8C93AF"
"confirmed","XR-PLAN","1F","ELD","ELD","127215.1623647176","-240678.3765441601","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D0298","detail1_left | full","OM-7","ELD / OM-7","768.6","------00 Switch Gear_Number","8C93C1"
"confirmed","XR-PLAN","1F","ELD","ELD","115194.0698031833","-240178.3765441594","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFAF6","detail1_left | full","OF-2","ELD / OF-2","697.7","------00 Switch Gear_Number","8C9399"
"confirmed","XR-PLAN","1F","ELD","ELD","141694.0698031847","-240078.3765441611","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D0198","detail1_left | full","CRB-1-3","ELD / CRB-1-3","918.8","------00 Switch Gear_Number","8C93A9"
"confirmed","XR-PLAN","1F","ELD","ELD","115194.069803183","-239278.3765441614","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFAC4","detail1_left | full","OF-3","ELD / OF-3","702.1","------00 Switch Gear_Number","8C938A"
"confirmed","XR-PLAN","1F","ELD","ELD","115194.069803183","-238278.3765441614","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFA92","detail1_left | full","OF-4","ELD / OF-4","697.7","------00 Switch Gear_Number","8C938D"
"confirmed","XR-PLAN","1F","ELD","ELD","127215.1623647177","-238078.3765441325","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFCDA","detail1_left | full","OM-4","ELD / OM-4","768.6","------00 Switch Gear_Number","8C93BE"
"confirmed","XR-PLAN","1F","ELD","ELD","127215.1623647177","-237078.3765441325","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFCD6","detail1_left | full","OM-3","ELD / OM-3","768.6","------00 Switch Gear_Number","8C92DC"
"confirmed","XR-PLAN","1F","ELD","ELD","127215.1623647179","-236178.3765441325","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CFC75","detail1_left | full","OM-2","ELD / OM-2","768.6","------00 Switch Gear_Number","8C93BB"
"confirmed","XR-PLAN","1F","ELD","ELD","115194.069803183","-235678.3765441614","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8D0292","detail1_left | full","OF-7","ELD / OF-7","697.7","------00 Switch Gear_Number","8C9393"
"confirmed","XR-PLAN","1F","ELD","ELD","115194.069803183","-234678.3765441614","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CF962","detail1_left | full","OF-8","ELD / OF-8","697.7","------00 Switch Gear_Number","8C9396"
"confirmed","XR-PLAN","1F","ELD","ELD","116075.3217227869","-226428.3765442274","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CCA8C","detail1_left | full","CR-1-8","ELD / CR-1-8","901.7","------00 Switch Gear_Number","8C92A3"
"confirmed","XR-PLAN","1F","ELD","ELD","116075.3217227869","-222128.3765441736","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CCA38","detail1_left | full","CR-1-4","ELD / CR-1-4","878.5","------00 Switch Gear_Number","8C933A"
"confirmed","XR-PLAN","1F","ELD","ELD","116075.3217227869","-221228.3765441736","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","ELD","8CCA32","detail1_left | full","CR-1-2","ELD / CR-1-2","901.7","------00 Switch Gear_Number","8C9332"
"confirmed","XR-PLAN","1F","GIMAC DC","GIMAC DC","285896.5846585541","-316424.7784086859","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","GIMAC DC","8D14E4","detail1_right","1B","GIMAC DC / 1B","206.6","------00 Switch Gear_Number","8D0BC8"
"confirmed","XR-PLAN","1F","GIMAC DC","GIMAC DC","285996.7446581059","-290324.7784086481","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","GIMAC DC","8D11F2","detail1_right","","GIMAC DC","","",""
"confirmed","XR-PLAN","1F","GIMAC DC","GIMAC DC","111200.1559708438","-241569.7614610174","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","GIMAC DC","8CF8C9","detail1_left | full","1B","GIMAC DC / 1B","206.6","------00 Switch Gear_Number","8C85CC"
"confirmed","XR-PLAN","1F","GIMAC DC","GIMAC DC","111300.3159703956","-215469.7614609796","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","-----99 EPMS DEVICE","","GIMAC DC","8CC598","detail1_left | full","","GIMAC DC","","",""
"confirmed","XR-PLAN","1F","GIS","X-1F-PLAN$0$GIS(2)","311773.678385497","-298124.6488169885","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","INSERT","------00 Switch Gear_GIS","X-1F-PLAN$0$GIS(2)","","8D0B30","detail1_right","X-1F-PLAN$0$GIS(2)","X-1F-PLAN$0$GIS(2)","","label_fallback",""
"confirmed","XR-PLAN","1F","GIS","X-1F-PLAN$0$GIS(2)","137077.2496977903","-223269.6318693302","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","INSERT","------00 Switch Gear_GIS","X-1F-PLAN$0$GIS(2)","","8C8534","detail1_left | full","X-1F-PLAN$0$GIS(2)","X-1F-PLAN$0$GIS(2)","","label_fallback",""
"confirmed","XR-PLAN","1F","HV","HV","322702.1404975521","-316374.4622186155","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D14A9","detail1_right","2B-2","HV / 2B-2","284.5","------00 Switch Gear_Number","8D14AA"
"confirmed","XR-PLAN","1F","HV","HV","323402.1404975485","-316374.4622186054","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C61","detail1_right","2B-2","HV / 2B-2","284.5","------00 Switch Gear_Number","8D1C62"
"confirmed","XR-PLAN","1F","HV","HV","322702.1404975521","-315524.4622186155","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D14A5","detail1_right","2B-1","HV / 2B-1","284.5","------00 Switch Gear_Number","8D14A6"
"confirmed","XR-PLAN","1F","HV","HV","323402.1404975485","-315524.4622186053","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C52","detail1_right","2B-1","HV / 2B-1","284.5","------00 Switch Gear_Number","8D1C53"
"confirmed","XR-PLAN","1F","HV","HV","295251.1556352693","-314729.4691103182","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1342","detail1_right","OF-1","HV / OF-1","871.9","------00 Switch Gear_Number","8D194E"
"confirmed","XR-PLAN","1F","HV","HV","295851.1556352656","-314729.469110308","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1951","detail1_right","OF-1","HV / OF-1","873.9","------00 Switch Gear_Number","8D194E"
"confirmed","XR-PLAN","1F","HV","HV","322702.1404975521","-314724.4622186156","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D141C","detail1_right","2B-PT","HV / 2B-PT","303.2","------00 Switch Gear_Number","8D141D"
"confirmed","XR-PLAN","1F","HV","HV","323402.1404975485","-314724.4622186055","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1B32","detail1_right","2B-PT","HV / 2B-PT","303.2","------00 Switch Gear_Number","8D1B33"
"confirmed","XR-PLAN","1F","HV","HV","295251.1556352693","-313979.4691103182","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D133E","detail1_right","OF-1","HV / OF-1","305.2","------00 Switch Gear_Number","8D194E"
"confirmed","XR-PLAN","1F","HV","HV","295851.1556352656","-313979.469110308","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D194D","detail1_right","OF-1","HV / OF-1","310.8","------00 Switch Gear_Number","8D194E"
"confirmed","XR-PLAN","1F","HV","HV","311602.2908523088","-313424.462218508","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D14A1","detail1_right","3B-5","HV / 3B-5","284.5","------00 Switch Gear_Number","8D14A2"
"confirmed","XR-PLAN","1F","HV","HV","312302.2908523053","-313424.4622184978","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C43","detail1_right","3B-5","HV / 3B-5","284.5","------00 Switch Gear_Number","8D1C44"
"confirmed","XR-PLAN","1F","HV","HV","307251.0052804985","-312829.4691103868","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D13E5","detail1_right","BU-2-PT","HV / BU-2-PT","393.7","------00 Switch Gear_Number","8D13E6"
"confirmed","XR-PLAN","1F","HV","HV","306551.0052804948","-312829.4691103767","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1AD9","detail1_right","BU-2-PT","HV / BU-2-PT","393.7","------00 Switch Gear_Number","8D1ADA"
"confirmed","XR-PLAN","1F","HV","HV","311602.2908523088","-312574.4622185079","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D149D","detail1_right","3B-4","HV / 3B-4","284.5","------00 Switch Gear_Number","8D149E"
"confirmed","XR-PLAN","1F","HV","HV","312302.2908523053","-312574.4622184978","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C34","detail1_right","3B-4","HV / 3B-4","284.5","------00 Switch Gear_Number","8D1C35"
"confirmed","XR-PLAN","1F","HV","HV","285402.1404975422","-312474.462218588","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D14B1","detail1_right","1B-2","HV / 1B-2","243.5","------00 Switch Gear_Number","8D1C7F"
"confirmed","XR-PLAN","1F","HV","HV","285902.1404975385","-312474.4622185779","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C7E","detail1_right","1B-2","HV / 1B-2","284.5","------00 Switch Gear_Number","8D1C7F"
"confirmed","XR-PLAN","1F","HV","HV","295251.1556352693","-312129.4691103182","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1321","detail1_right","OM-1","HV / OM-1","310.5","------00 Switch Gear_Number","8D18B6"
"confirmed","XR-PLAN","1F","HV","HV","295851.1556352656","-312129.469110308","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D18B5","detail1_right","OM-1","HV / OM-1","315.9","------00 Switch Gear_Number","8D18B6"
"confirmed","XR-PLAN","1F","HV","HV","307251.0052804985","-312079.4691103868","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D13E1","detail1_right","BU-2","HV / BU-2","312.0","------00 Switch Gear_Number","8D13E2"
"confirmed","XR-PLAN","1F","HV","HV","306551.0052804948","-312079.4691103767","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1AD3","detail1_right","BU-2","HV / BU-2","312.0","------00 Switch Gear_Number","8D1AD4"
"confirmed","XR-PLAN","1F","HV","HV","311602.2908523088","-311724.462218508","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1499","detail1_right","3B-3","HV / 3B-3","284.5","------00 Switch Gear_Number","8D149A"
"confirmed","XR-PLAN","1F","HV","HV","312302.2908523053","-311724.4622184978","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C25","detail1_right","3B-3","HV / 3B-3","284.5","------00 Switch Gear_Number","8D1C26"
"confirmed","XR-PLAN","1F","HV","HV","285402.1404975422","-311624.462218588","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D14AD","detail1_right","1B-1","HV / 1B-1","243.5","------00 Switch Gear_Number","8D1C70"
"confirmed","XR-PLAN","1F","HV","HV","285902.1404975385","-311624.4622185779","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C6F","detail1_right","1B-1","HV / 1B-1","284.5","------00 Switch Gear_Number","8D1C70"
"confirmed","XR-PLAN","1F","HV","HV","295251.1556352693","-311379.4691103182","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1325","detail1_right","OM-1","HV / OM-1","723.7","------00 Switch Gear_Number","8D18B6"
"confirmed","XR-PLAN","1F","HV","HV","295851.1556352656","-311379.4691103083","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D18B9","detail1_right","OM-1","HV / OM-1","726.1","------00 Switch Gear_Number","8D18B6"
"confirmed","XR-PLAN","1F","HV","HV","311602.2908523088","-310874.462218508","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1495","detail1_right","3B-2","HV / 3B-2","284.5","------00 Switch Gear_Number","8D1496"
"confirmed","XR-PLAN","1F","HV","HV","312302.2908523053","-310874.4622184979","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1C16","detail1_right","3B-2","HV / 3B-2","284.5","------00 Switch Gear_Number","8D1C17"
"confirmed","XR-PLAN","1F","HV","HV","285402.1404975453","-310824.4622185882","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D13C0","detail1_right","1B-PT","HV / 1B-PT","265.0","------00 Switch Gear_Number","8D1AAB"
"confirmed","XR-PLAN","1F","HV","HV","285902.1404975417","-310824.4622185781","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1AAA","detail1_right","1B-PT","HV / 1B-PT","303.2","------00 Switch Gear_Number","8D1AAB"
"confirmed","XR-PLAN","1F","HV","HV","311602.2908523088","-310024.462218508","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D13B9","detail1_right","3B-1","HV / 3B-1","284.5","------00 Switch Gear_Number","8D13BA"
"confirmed","XR-PLAN","1F","HV","HV","312302.2908523053","-310024.4622184979","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1A93","detail1_right","3B-1","HV / 3B-1","284.5","------00 Switch Gear_Number","8D1A94"
"confirmed","XR-PLAN","1F","HV","HV","311602.2908523088","-309224.462218508","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D13B5","detail1_right","3B-PT","HV / 3B-PT","303.2","------00 Switch Gear_Number","8D13B6"
"confirmed","XR-PLAN","1F","HV","HV","312302.2908523053","-309224.4622184978","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1A84","detail1_right","3B-PT","HV / 3B-PT","303.2","------00 Switch Gear_Number","8D1A85"
"confirmed","XR-PLAN","1F","HV","HV","307251.0052804985","-307629.4691103477","0.82","1","1","1","1","1","E-T73_EPMS 평면도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-T73_EPMS 평면도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1404","detail1_right","BU-1-PT","HV / BU-1-PT","393.7","------00 Switch Gear_Number","8D1405"
"confirmed","XR-PLAN","1F","HV","HV","306551.0052804948","-307629.4691103376","0.82","1","1","1","1","1","E-C14_전기실 장비배치도.dxf","v2\data\converted\dxf\04_설계도서\02_전기\01 전기(○)\01 도면(CAD)\E-C14_전기실 장비배치도.dxf","TEXT","------00 Switch Gear_Number","","HV","8D1AFA","detail1_right","BU-1-PT","HV / BU-1-PT","393.7","------00 Switch Gear_Number","8D1AFB"
