overlay_group_id,overlay_priority,basis_name,basis_file,basis_path,floor_hint,insert_x,insert_y,xscale,yscale,rotation,is_identity_insert,drawing_count,facility_count,sample_drawings,review_note
cwu_151019.064148_678183.02016_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,151019.064148,678183.02016,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_147873.064148_678183.02016_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,147873.064148,678183.02016,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_154165.064148_678183.02016_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,154165.064148,678183.02016,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_161819.064148_678183.02016_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,161819.064148,678183.02016,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_158673.064148_678183.02016_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,158673.064148,678183.02016,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_164965.064148_678183.02016_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,164965.064148,678183.02016,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_107688.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,107688.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_110834.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,110834.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_104542.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,104542.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_118488.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,118488.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_121634.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,121634.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_115342.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,115342.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_129288.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,129288.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_132434.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,132434.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_126142.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,126142.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_140088.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,140088.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_143234.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,143234.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_136942.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,136942.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_150888.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,150888.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_154034.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,154034.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_147742.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,147742.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_161688.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,161688.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_164834.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,164834.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_158542.064148_647227.02016_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,158542.064148,647227.02016,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_107819.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,107819.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_104673.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,104673.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_110965.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,110965.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_118619.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,118619.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_115473.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,115473.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_121765.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,121765.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_129419.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,129419.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_126273.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,126273.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_132565.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,132565.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_140219.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,140219.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_137073.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,137073.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_143365.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,143365.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_151019.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,151019.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_147873.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,147873.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_154165.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,154165.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_161819.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,161819.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_158673.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,158673.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_164965.067013_321783.018875_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,164965.067013,321783.018875,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_107688.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,107688.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_110834.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,110834.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_104542.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,104542.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_118488.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,118488.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_121634.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,121634.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_115342.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,115342.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_129288.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,129288.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_132434.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,132434.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_126142.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,126142.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_140088.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,140088.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_143234.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,143234.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_136942.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,136942.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_150888.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,150888.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_154034.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,154034.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_147742.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,147742.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_161688.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,161688.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_164834.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,164834.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_158542.067013_290827.018875_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,158542.067013,290827.018875,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_107819.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,107819.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_104673.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,104673.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_110965.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,110965.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_118619.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,118619.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_115473.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,115473.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_121765.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,121765.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_129419.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,129419.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_126273.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,126273.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_132565.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,132565.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_140219.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,140219.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_137073.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,137073.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_143365.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,143365.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_151019.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,151019.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_147873.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,147873.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_154165.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,154165.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_161819.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,161819.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_158673.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,158673.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_164965.067013_678183.019517_1_1_180,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,164965.067013,678183.019517,1,1,180,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_107688.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,107688.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_110834.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,110834.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_104542.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,104542.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_118488.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,118488.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_121634.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,121634.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_115342.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,115342.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_129288.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,129288.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_132434.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,132434.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
cwu_126142.067013_647227.019517_1_1_0,E_OTHER_WITH_FACILITIES,CWU장비,Acad:XRef,Acad:XRef,,126142.067013,647227.019517,1,1,0,False,2,31,E-L03_전력간선설비 평면도(IT).dxf | E-N01_IT 동력설비 평면도.dxf,Apply inverse insert/scale/rotation before comparing with basis coordinates.
