overlay_group_id,overlay_priority,basis_name,basis_file,basis_path,floor_hint,drawing_name,drawing_path,relative_drawing_path,facility_count,insert_x,insert_y,xscale,yscale,rotation,is_identity_insert,review_note
x-site_494335.04957_75193.1655121_1_1_0,Z_REFERENCE_ONLY,X-SITE,X-SITE.dwg,..\..\XREF\X-SITE\X-SITE.dwg,SITE,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,494335.04957,75193.1655121,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-phr-plan_494335.04957_75193.1642272_1_1_0,Z_REFERENCE_ONLY,X-PHR-PLAN,X-PHR-PLAN.dwg,..\..\XREF\X-ARCH\X-PHR-PLAN.dwg,ROOF,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,494335.04957,75193.1642272,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-3f-plan_494335.04957_75193.1642272_1_1_0,Z_REFERENCE_ONLY,X-3F-PLAN,X-3F-PLAN.dwg,..\..\XREF\X-ARCH\X-3F-PLAN.dwg,3F,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,494335.04957,75193.1642272,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_494335.04957_75193.1642272_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,494335.04957,75193.1642272,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_494335.04957_75193.1642272_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,494335.04957,75193.1642272,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_494335.04957_75193.1642272_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,494335.04957,75193.1642272,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
000-01._420500_0_500_500_0,Z_REFERENCE_ONLY,000-01.배치도,000-01.배치도.dwg,..\..\XREF\X-NOTE 건축\000-01.배치도.dwg,SITE,A-051 배치도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-000 건축일반도\A-051 배치도.dxf",0,420500,0,500,500,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_18412683.3264_786293.313489_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,786293.313489,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_18412683.3264_608093.313489_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\xref\x-ARCH\X-PIT-PLAN.dwg,PIT,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,608093.313489,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_18412683.3264_964493.313489_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\xref\x-ARCH\X-2F-PLAN.dwg,2F,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,964493.313489,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-3f-plan_18412683.3264_1320893.31349_1_1_0,Z_REFERENCE_ONLY,X-3F-PLAN,X-3F-PLAN.dwg,..\..\xref\x-ARCH\X-3F-PLAN.dwg,3F,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1320893.31349,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-4f-plan_18412683.3264_1499093.31349_1_1_0,Z_REFERENCE_ONLY,X-4F-PLAN,X-4F-PLAN.dwg,..\..\xref\x-ARCH\X-4F-PLAN.dwg,4F,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1499093.31349,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-5f-plan_18412683.3264_1677293.31413_1_1_0,Z_REFERENCE_ONLY,X-5F-PLAN,X-5F-PLAN.dwg,..\..\xref\x-ARCH\X-5F-PLAN.dwg,5F,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1677293.31413,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-6f-plan_18412683.3264_1855493.31413_1_1_0,Z_REFERENCE_ONLY,X-6F-PLAN,X-6F-PLAN.dwg,..\..\xref\x-ARCH\X-6F-PLAN.dwg,6F,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1855493.31413,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-ph-plan_18412683.3264_2033693.31413_1_1_0,Z_REFERENCE_ONLY,X-PH-PLAN,X-PH-PLAN.dwg,..\..\xref\x-ARCH\X-PH-PLAN.dwg,ROOF,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,2033693.31413,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-phr-plan_18412683.3264_2211893.31477_1_1_0,Z_REFERENCE_ONLY,X-PHR-PLAN,X-PHR-PLAN.dwg,..\..\xref\x-ARCH\X-PHR-PLAN.dwg,ROOF,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,2211893.31477,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_2211893.31349_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,2211893.31349,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_2033693.31349_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,2033693.31349,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_1855493.31349_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1855493.31349,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_1677293.31349_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1677293.31349,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_1499093.31349_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1499093.31349,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_784489.848746_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,784489.848746,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_962689.848746_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,962689.848746,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_1140889.84875_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1140889.84875,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_1319089.84875_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1319089.84875,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._18412683.3264_606289.848746_300_300_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,606289.848746,300,300,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_18412683.3264_1142693.31349_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\xref\x-ARCH\X-2MF-PLAN.dwg,,A-101~109 전체평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-101~109 전체평면도.dxf",0,18412683.3264,1142693.31349,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_-75105.3322875_-236500.444214_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\XREF\X-ARCH\X-PIT-PLAN.dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,-75105.3322875,-236500.444214,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_-34111.3584822_-236500.444214_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\XREF\X-ARCH\X-PIT-PLAN.dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,-34111.3584822,-236500.444214,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_49988.6415178_-200053.528769_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\XREF\X-ARCH\X-PIT-PLAN.dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,49988.6415178,-200053.528769,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-pit-plan_129453.31838_-158459.86685_1_1_0,Z_REFERENCE_ONLY,X-PIT-PLAN,X-PIT-PLAN.dwg,..\..\XREF\X-ARCH\X-PIT-PLAN.dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,129453.31838,-158459.86685,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-117574.978452_-138543.451087_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,-117574.978452,-138543.451087,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-33474.9784522_-138543.451087_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,-33474.9784522,-138543.451087,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._50625.0215478_-138543.451087_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,50625.0215478,-138543.451087,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._134725.021548_-138543.451087_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,PIT,A-141a~141d PIT 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-141a~141d PIT 확대평면도.dxf",0,134725.021548,-138543.451087,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_-75105.3322875_-167507.730581_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,-75105.3322875,-167507.730581,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_-34111.3584822_-167507.730581_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,-34111.3584822,-167507.730581,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_93094.6677125_-131060.815136_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,93094.6677125,-131060.815136,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_134088.641518_-131060.815136_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,134088.641518,-131060.815136,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-1f-plan_213553.31838_-89467.1532166_1_1_0,Z_REFERENCE_ONLY,X-1F-PLAN,X-1F-PLAN.dwg,..\..\XREF\X-ARCH\X-1F-PLAN.dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,213553.31838,-89467.1532166,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-117574.978452_-69550.7374531_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,-117574.978452,-69550.7374531,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-33474.9784522_-69550.7374531_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,-33474.9784522,-69550.7374531,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
