overlay_group_id,overlay_priority,basis_name,basis_file,basis_path,floor_hint,drawing_name,drawing_path,relative_drawing_path,facility_count,insert_x,insert_y,xscale,yscale,rotation,is_identity_insert,review_note
x-plan_5_-580727.325816_-85956.9449313_1_1_0,D_FLOOR_PLAN_WITH_FACILITIES,x-plan_5층,x-plan_5층.dwg,..\XREF\x-plan_5층.dwg,5F,M13-101~106 장비기초 평면도 (전산센터A).dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M13-101~106 장비기초 평면도 (전산센터A).dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M13-101~106 장비기초 평면도 (전산센터A).dxf,14,-580727.325816,-85956.9449313,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-706877.325816_-85956.9449313_1_1_0,D_FLOOR_PLAN_WITH_FACILITIES,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,M13-101~106 장비기초 평면도 (전산센터A).dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M13-101~106 장비기초 평면도 (전산센터A).dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M13-101~106 장비기초 평면도 (전산센터A).dxf,14,-706877.325816,-85956.9449313,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan__-833027.325816_-85956.9449313_1_1_0,D_FLOOR_PLAN_WITH_FACILITIES,x-plan_옥탑층,x-plan_옥탑층.dwg,..\XREF\x-plan_옥탑층.dwg,ROOF,M13-101~106 장비기초 평면도 (전산센터A).dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M13-101~106 장비기초 평면도 (전산센터A).dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M13-101~106 장비기초 평면도 (전산센터A).dxf,14,-833027.325816,-85956.9449313,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-85342.2373155_-118553.15592_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-85342.2373155,-118553.15592,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-148342.236525_-118553.15592_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-148342.236525,-118553.15592,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-85342.2373155_-99072.7132194_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-85342.2373155,-99072.7132194,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_21204.0837002_14700.8214163_0.12_0.12_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,21204.0837002,14700.8214163,0.12,0.12,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-148342.236525_-99072.7145043_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-148342.236525,-99072.7145043,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_17504.4909531_-13085.0609635_0.1_0.1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,17504.4909531,-13085.0609635,0.1,0.1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-148842.238086_-83193.1546552_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-148842.238086,-83193.1546552,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-147397.761075_-83222.2787952_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-147397.761075,-83222.2787952,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-133377.193714_-67986.7460699_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-133377.193714,-67986.7460699,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-138163.813204_-89484.3355766_1_1_0,Z_REFERENCE_ONLY,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-138163.813204,-89484.3355766,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_41388.0837002_14700.8213392_0.12_0.12_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,41388.0837002,14700.8213392,0.12,0.12,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-287182.237315_-118553.156563_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-287182.237315,-118553.156563,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-350182.236525_-118553.156563_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-350182.236525,-118553.156563,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-287182.237315_-99072.7138618_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-287182.237315,-99072.7138618,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-350182.236525_-99072.7151468_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-350182.236525,-99072.7151468,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-350130.981801_-112889.67924_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-350130.981801,-112889.67924,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_42734.4909531_-13085.0609635_0.1_0.1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,42734.4909531,-13085.0609635,0.1,0.1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-329584.967205_-67857.3070095_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-329584.967205,-67857.3070095,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_2_-349704.90033_-93431.2604711_1_1_0,Z_REFERENCE_ONLY,x-plan_2층,x-plan_2층.dwg,..\XREF\x-plan_2층.dwg,2F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-349704.90033,-93431.2604711,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_3_61572.0837951_14700.821185_0.12_0.12_0,Z_REFERENCE_ONLY,x-plan_3층,x-plan_3층.dwg,..\XREF\x-plan_3층.dwg,3F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,61572.0837951,14700.821185,0.12,0.12,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_3_-489022.237315_-118553.156563_1_1_0,Z_REFERENCE_ONLY,x-plan_3층,x-plan_3층.dwg,..\XREF\x-plan_3층.dwg,3F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-489022.237315,-118553.156563,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_3_-552022.235734_-118553.157848_1_1_0,Z_REFERENCE_ONLY,x-plan_3층,x-plan_3층.dwg,..\XREF\x-plan_3층.dwg,3F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-552022.235734,-118553.157848,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_3_-489022.237315_-99072.7138618_1_1_0,Z_REFERENCE_ONLY,x-plan_3층,x-plan_3층.dwg,..\XREF\x-plan_3층.dwg,3F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-489022.237315,-99072.7138618,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_3_-552022.236525_-99072.7151468_1_1_0,Z_REFERENCE_ONLY,x-plan_3층,x-plan_3층.dwg,..\XREF\x-plan_3층.dwg,3F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-552022.236525,-99072.7151468,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_4_-753862.236525_-99072.7151468_1_1_0,Z_REFERENCE_ONLY,x-plan_4층,x-plan_4층.dwg,..\XREF\x-plan_4층.dwg,4F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-753862.236525,-99072.7151468,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_4_81756.0837951_14700.821185_0.12_0.12_0,Z_REFERENCE_ONLY,x-plan_4층,x-plan_4층.dwg,..\XREF\x-plan_4층.dwg,4F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,81756.0837951,14700.821185,0.12,0.12,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_4_-690862.237315_-118553.156563_1_1_0,Z_REFERENCE_ONLY,x-plan_4층,x-plan_4층.dwg,..\XREF\x-plan_4층.dwg,4F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-690862.237315,-118553.156563,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_4_-753862.235734_-118553.157848_1_1_0,Z_REFERENCE_ONLY,x-plan_4층,x-plan_4층.dwg,..\XREF\x-plan_4층.dwg,4F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-753862.235734,-118553.157848,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_4_-690862.237315_-99072.7138618_1_1_0,Z_REFERENCE_ONLY,x-plan_4층,x-plan_4층.dwg,..\XREF\x-plan_4층.dwg,4F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-690862.237315,-99072.7138618,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_5_-955702.236525_-99072.7151468_1_1_0,Z_REFERENCE_ONLY,x-plan_5층,x-plan_5층.dwg,..\XREF\x-plan_5층.dwg,5F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-955702.236525,-99072.7151468,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_5_101940.083795_14700.821185_0.12_0.12_0,Z_REFERENCE_ONLY,x-plan_5층,x-plan_5층.dwg,..\XREF\x-plan_5층.dwg,5F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,101940.083795,14700.821185,0.12,0.12,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_5_-892702.237315_-118553.156563_1_1_0,Z_REFERENCE_ONLY,x-plan_5층,x-plan_5층.dwg,..\XREF\x-plan_5층.dwg,5F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-892702.237315,-118553.156563,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_5_-955702.235734_-118553.157848_1_1_0,Z_REFERENCE_ONLY,x-plan_5층,x-plan_5층.dwg,..\XREF\x-plan_5층.dwg,5F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-955702.235734,-118553.157848,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_5_-892702.237315_-99072.7138618_1_1_0,Z_REFERENCE_ONLY,x-plan_5층,x-plan_5층.dwg,..\XREF\x-plan_5층.dwg,5F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-892702.237315,-99072.7138618,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-1157542.23652_-99072.7151468_1_1_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-1157542.23652,-99072.7151468,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_122124.083795_14700.821185_0.12_0.12_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,122124.083795,14700.821185,0.12,0.12,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-1094542.23732_-118553.156563_1_1_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-1094542.23732,-118553.156563,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-1094542.23732_-99072.7138618_1_1_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-1094542.23732,-99072.7138618,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-1157542.23494_-118553.157848_1_1_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,M16-101~108 샤프트 상세도.dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M10. 공통사항\M16-101~108 샤프트 상세도.dxf,0,-1157542.23494,-118553.157848,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_1_-91501.8146642_-63869.9460631_1_1_0,D_FLOOR_PLAN_WITH_FACILITIES,x-plan_1층,x-plan_1층.dwg,..\XREF\x-plan_1층.dwg,1F,M130-101 지상1층 기계실 수평배관 방지 평면도 (운영센터).dxf,data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-101 지상1층 기계실 수평배관 방지 평면도 (운영센터).dxf,03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-101 지상1층 기계실 수평배관 방지 평면도 (운영센터).dxf,10,-91501.8146642,-63869.9460631,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-159047.888273_-12829.131899_0.16_0.16_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,"M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf","data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf","03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf",0,-159047.888273,-12829.131899,0.16,0.16,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6_-74947.8882732_-12829.131899_0.16_0.16_0,Z_REFERENCE_ONLY,x-plan_6층,x-plan_6층.dwg,..\XREF\x-plan_6층.dwg,6F,"M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf","data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf","03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf",0,-74947.8882732,-12829.131899,0.16,0.16,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-plan_6___-1071.76155515_-17458.3012497_1_1_0,Z_REFERENCE_ONLY,x-plan_6층_기계실 배관,x-plan_6층_기계실 배관.dwg,..\XREF\x-plan_6층_기계실 배관.dwg,6F,"M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf","data\converted\dxf\04_설계도서\03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf","03_기계\02 기계(○)\01 도면(○)\01 CAD(○)\M100. 기타\M130-102~105 지상6층,옥탑층 기계실 수평배관 방진 평면도-1~2 (전산센터A).dxf",0,-1071.76155515,-17458.3012497,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
